"Observed" "Shannon" "PD" "Status"
2117 6.9845069841983 68.9415479499999 "soil metagenome"
2264 7.04038484972164 74.1298367459999 "soil metagenome"
2265 7.03040158608617 74.5055968979999 "soil metagenome"
2561 7.01631702923022 84.9336099419999 "soil metagenome"
1883 5.32388431493241 69.5203304889999 "soil metagenome"
2254 7.01572388832408 74.1245780939999 "soil metagenome"
2725 7.11592729501577 83.9305832129998 "soil metagenome"
2315 7.03167751351119 76.8739822869998 "soil metagenome"
2705 7.13938854270652 86.1508589599998 "soil metagenome"
2198 6.92505697016525 73.793075719 "soil metagenome"
2303 7.0130912771366 76.1891111789999 "soil metagenome"
2304 6.93334767495371 75.255665108 "soil metagenome"
2125 6.84944219569665 73.8886428560001 "soil metagenome"
2498 6.97462017090292 83.090681194 "soil metagenome"
2770 7.04888323528256 89.349339398 "soil metagenome"
2438 6.93854104892271 84.3762400289997 "soil metagenome"
2628 7.1043182421746 91.3160715109999 "soil metagenome"
2631 7.07875358560373 93.4814589329999 "soil metagenome"
2190 6.9654037999244 81.4961161799999 "soil metagenome"
2771 7.12341289173059 95.3719237969999 "soil metagenome"
2610 7.06845787980498 87.6335950509998 "soil metagenome"
2217 6.92430021302881 81.2603904609999 "soil metagenome"
2598 7.07543687544324 87.6504664339998 "soil metagenome"
2590 7.04687567532617 89.3142383669997 "soil metagenome"
1084 3.60025568566341 43.591277158 "root metagenome"
1372 4.33782598070166 54.371570909 "root metagenome"
1091 3.95011438580974 47.725935847 "root metagenome"
1224 4.04939737951094 51.7772727620001 "root metagenome"
1337 4.26372640125266 55.143075464 "root metagenome"
1405 4.68167645904189 56.266784177 "root metagenome"
1014 3.11295051418634 42.590162153 "root metagenome"
1123 3.5117316743621 47.775140542 "root metagenome"
951 3.14177514221909 41.936123002 "root metagenome"
980 3.50943278314889 45.6450353999999 "root metagenome"
989 3.37529211190986 44.05617285 "root metagenome"
1100 3.52925955122247 48.235062152 "root metagenome"
1078 3.6563466729853 48.118120147 "root metagenome"
1135 3.99149512177464 47.259370827 "root metagenome"
887 3.27365606939641 43.775717255 "root metagenome"
924 3.05469461095245 38.427876726 "root metagenome"
1012 3.69852465564967 42.713973575 "root metagenome"
1086 4.14910789153892 44.414701378 "root metagenome"
839 3.36513049024682 36.970887815 "root metagenome"
852 3.68243522317941 35.696793384 "root metagenome"
784 3.02594708341834 36.8522328 "root metagenome"
584 2.46280848718756 27.226259246 "root metagenome"
624 3.28938385466304 27.112732749 "root metagenome"
722 3.0045310747995 34.017973778 "root metagenome"
749 3.05606958988118 31.541808871 "root metagenome"
816 3.48438516032839 31.521219365 "root metagenome"
928 3.72931085648446 39.381321231 "root metagenome"
1187 4.09465194097931 43.41316741 "root metagenome"
2493 7.07525824498784 80.9026856399999 "soil metagenome"
2487 7.08293919822098 77.4257222699998 "soil metagenome"
2520 7.11063125850472 81.006235157 "soil metagenome"
2395 7.10638450166399 80.8077218929999 "soil metagenome"
2320 7.04830953415978 79.5448837279998 "soil metagenome"
2327 7.01592106047732 78.6788446479999 "soil metagenome"
2275 7.01849770246267 77.9358408169998 "soil metagenome"
2427 7.08097379938749 77.5183773689999 "soil metagenome"
2386 7.0522480318072 79.2595308799999 "soil metagenome"
712 3.10261285472177 33.380756772 "root metagenome"
698 3.19541330295834 34.505691552 "root metagenome"
808 3.70386593567828 39.480181767 "root metagenome"
880 3.87663877204645 39.084897323 "root metagenome"
760 3.04062369449664 34.142320611 "root metagenome"
841 3.83786233598548 37.772617152 "root metagenome"
861 3.94172062264402 39.730606892 "root metagenome"
787 3.46080510497546 37.584131408 "root metagenome"
581 2.78137688372924 31.74849235 "root metagenome"
599 2.92839741626288 33.507310073 "root metagenome"
678 2.89429358100753 36.326335007 "root metagenome"
647 2.80260684723915 36.113645754 "root metagenome"
642 2.8414290539485 32.624539644 "root metagenome"
678 3.10293239934419 33.088294817 "root metagenome"
640 2.85463125974188 33.365174247 "root metagenome"
630 2.62968784880121 33.996384595 "root metagenome"
782 2.29027759513351 37.200042169 "root metagenome"
574 2.3674559195828 32.523245422 "root metagenome"
660 2.81372758671252 33.690114469 "root metagenome"
2595 6.90083845172977 88.720535915 "soil metagenome"
647 3.2252197866034 31.214272207 "root metagenome"
627 3.09411700224284 28.061370905 "root metagenome"
761 3.38344773430272 35.187712342 "root metagenome"
775 3.38623290141203 37.373311121 "root metagenome"
863 3.89586655413237 38.071979693 "root metagenome"
942 4.45936834609306 41.6340524480001 "root metagenome"
909 3.5364714799734 45.354295218 "root metagenome"
906 3.11962261264657 39.026172517 "root metagenome"
691 3.24213452045032 35.156060952 "root metagenome"
2547 7.03076010868936 77.5035742669998 "soil metagenome"
2560 7.09781866960585 79.5897616739999 "soil metagenome"
2707 7.15047471165967 84.7874990379999 "soil metagenome"
2702 7.12553402073793 80.6276732679999 "soil metagenome"
2450 6.99880558126432 75.5996801499999 "soil metagenome"
2614 7.1174730013542 82.6470480749998 "soil metagenome"
2602 7.03185869891908 80.0452789989999 "soil metagenome"
2688 7.11703489323625 81.3514118289999 "soil metagenome"
2748 7.13907017547854 80.7840595009998 "soil metagenome"
1027 3.43664509266096 46.443637103 "root metagenome"
748 2.89555678026008 33.799576923 "root metagenome"
806 3.07129492188321 34.589552828 "root metagenome"
831 2.92548811880303 37.950226817 "root metagenome"
959 3.31956924138583 45.647525045 "root metagenome"
1350 4.01354638639282 47.895098033 "root metagenome"
1190 3.59563504481504 47.516359311 "root metagenome"
1610 4.52430986910056 61.363855423 "root metagenome"
2596 6.98486141434158 87.504492469 "soil metagenome"
1565 4.20638904047409 57.816103245 "root metagenome"
1548 4.77527893696249 52.822174849 "root metagenome"
1395 4.8509200549023 48.78093684 "root metagenome"
1362 4.70520926912285 46.025725139 "root metagenome"
1577 4.92664061035662 53.157874369 "root metagenome"
1452 4.93192731274372 56.219457184 "root metagenome"
1700 4.63165663945605 59.275240002 "root metagenome"
1294 3.98834559777271 44.971289663 "root metagenome"
1474 4.44612797285555 50.4239892989999 "root metagenome"
1406 4.20466160480332 48.241344998 "root metagenome"
1477 4.82807841316714 49.131965669 "root metagenome"
1337 4.72391495845482 49.305212847 "root metagenome"
1356 4.76147496951607 48.973042383 "root metagenome"
1361 4.88989337538744 49.081694091 "root metagenome"
1427 4.8437019728207 48.704037895 "root metagenome"
1162 4.26099120121599 43.852757337 "root metagenome"
1071 3.97946621217467 44.05946953 "root metagenome"
1209 4.62605608556684 43.225710373 "root metagenome"
1234 4.44783928620452 44.3813566489999 "root metagenome"
1337 4.62514092856917 46.903911034 "root metagenome"
2744 7.24503357702257 88.5725367669999 "soil metagenome"
2449 7.15087386633976 84.1362259259999 "soil metagenome"
2583 7.11669578874507 84.1022936269998 "soil metagenome"
2622 7.12939750119126 88.2366958089997 "soil metagenome"
2698 7.15233875821784 91.3245261389998 "soil metagenome"
2718 7.212331926891 90.6737143409998 "soil metagenome"
2776 7.17968860688102 90.3943470779999 "soil metagenome"
2718 7.18416836577999 89.1710916489997 "soil metagenome"
2557 7.1772986636995 83.9991330089998 "soil metagenome"
2762 7.18426662738483 90.0327952089999 "soil metagenome"
2607 7.00705770782723 84.8098026030001 "soil metagenome"
915 3.09429050147452 35.045315356 "root metagenome"
844 3.0139861004975 35.806760907 "root metagenome"
824 3.03888397457973 33.20879533 "root metagenome"
747 2.8884289640656 31.885088333 "root metagenome"
712 2.33622764183806 31.746888071 "root metagenome"
776 2.51356363300901 34.073559136 "root metagenome"
674 2.52649808910825 32.001367252 "root metagenome"
605 1.9091770644092 28.123854691 "root metagenome"
597 2.51731657518593 29.055338007 "root metagenome"
869 2.87676578504621 35.305511261 "root metagenome"
784 2.36640448606826 31.159177861 "root metagenome"
627 2.40939667572964 27.728011985 "root metagenome"
966 3.04944410900557 38.4896428440001 "root metagenome"
929 3.40627660397895 35.933011256 "root metagenome"
1148 4.03720367503365 45.055206442 "root metagenome"
1094 3.49697613962069 44.9668369380001 "root metagenome"
1205 4.0907562800822 45.4968724890001 "root metagenome"
995 3.50891010111803 38.810375272 "root metagenome"
625 2.74968120418644 25.650200151 "root metagenome"
794 3.39090523595223 31.991627332 "root metagenome"
737 3.2212032729372 31.415452897 "root metagenome"
1074 3.66153393398334 37.420286296 "root metagenome"
961 3.33753809494654 38.750520469 "root metagenome"
1119 3.62341401473921 42.699385066 "root metagenome"
868 3.26426303557488 34.838930209 "root metagenome"
915 3.57316152576936 35.172878581 "root metagenome"
1035 3.78353294741815 37.71460619 "root metagenome"
744 3.30345831354483 31.689481873 "root metagenome"
2715 6.9961976685124 87.1914398269998 "soil metagenome"
2683 6.96791164407837 85.8462287429999 "soil metagenome"
2476 6.8553181116223 80.4193318749999 "soil metagenome"
2450 6.91425302070839 81.4912084459999 "soil metagenome"
2420 6.91125916677107 78.5159291459998 "soil metagenome"
2534 6.95446247541251 80.4050111969999 "soil metagenome"
2481 6.94230692474879 79.1930081089999 "soil metagenome"
2485 6.92844264079199 81.745985292 "soil metagenome"
2367 6.91549023236903 78.216547377 "soil metagenome"
2491 6.96353515534775 83.6294249319999 "soil metagenome"
1057 3.29892680445031 42.770855096 "root metagenome"
1137 3.62125625114287 46.6859912310001 "root metagenome"
1079 3.33421937817372 46.844930077 "root metagenome"
1006 3.07983311659938 45.376006756 "root metagenome"
1002 2.78846388777951 44.866240854 "root metagenome"
1128 2.94270258930658 46.0946803550001 "root metagenome"
1415 4.41405257117813 58.7015125990001 "root metagenome"
1362 4.20420648378802 55.191972674 "root metagenome"
1191 3.14597102743366 51.603785981 "root metagenome"
1034 3.45969112943949 47.476302888 "root metagenome"
1445 4.07800696630716 50.894519588 "root metagenome"
1594 4.65032921913674 53.776681858 "root metagenome"
1419 4.54511709126552 52.7840935070001 "root metagenome"
1258 4.28700228701448 48.859952463 "root metagenome"
925 3.17693541712455 41.52564554 "root metagenome"
941 2.98942305910797 42.158803379 "root metagenome"
868 2.83775952261928 41.04937427 "root metagenome"
1314 3.63128923823606 51.071995456 "root metagenome"
1459 4.09699983961589 55.628656643 "root metagenome"
946 2.85576948246793 40.643081845 "root metagenome"
950 3.65495745318208 40.603910837 "root metagenome"
831 3.24509407701834 35.51135791 "root metagenome"
749 3.31208656208914 32.301801174 "root metagenome"
761 2.98205634880902 36.38307606 "root metagenome"
776 3.12621299769359 34.797916892 "root metagenome"
804 3.97528097998706 34.772967672 "root metagenome"
755 3.60580479572201 34.100925757 "root metagenome"
843 4.11243689885994 33.897773301 "root metagenome"
895 3.02942035169324 43.8877361750001 "root metagenome"
882 4.05494885011972 39.496154638 "root metagenome"
982 3.19022928487474 46.4215711270001 "root metagenome"
927 3.02442182279881 42.707285109 "root metagenome"
1099 3.81528555455526 48.5764980520001 "root metagenome"
859 3.24834437973798 40.349320586 "root metagenome"
854 3.04078211654554 41.37285845 "root metagenome"
895 3.0116422687013 39.263400408 "root metagenome"
2546 7.00231678962975 84.0023137000001 "soil metagenome"
914 3.11412172542407 44.206222398 "root metagenome"
1011 3.33052338563483 46.704317746 "root metagenome"
1231 3.47490864084599 57.347725344 "root metagenome"
757 2.6803373888451 38.178441312 "root metagenome"
936 3.22261140094959 44.66233557 "root metagenome"
1052 3.06285492913758 47.9940467070001 "root metagenome"
1168 3.21765518560512 51.2778245070001 "root metagenome"
1175 3.62163270596461 51.11894953 "root metagenome"
1269 4.18963780248215 54.8203796280001 "root metagenome"
1166 3.72279953780558 51.927917362 "root metagenome"
2327 6.87754409053391 79.654775718 "soil metagenome"
891 3.01312023208298 42.064525398 "root metagenome"
1000 2.85656292919877 45.973479852 "root metagenome"
879 2.78947180514409 42.023113473 "root metagenome"
760 2.58513840434697 39.770864199 "root metagenome"
1132 3.14035878337198 51.110111327 "root metagenome"
920 3.41770838219157 36.994859473 "root metagenome"
944 3.30559333071127 40.556621402 "root metagenome"
786 3.09591202751468 37.2692502 "root metagenome"
851 2.70608964693052 41.305759364 "root metagenome"
981 3.81325523015512 42.105302995 "root metagenome"
2498 6.93173443362319 83.2265479580001 "soil metagenome"
2313 6.81163325662127 77.657959468 "soil metagenome"
