"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter" "Aetherobacter_rufus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter" "Aetherobacter_rufus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter" "Aetherobacter_rufus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Byssovorax" "Byssovorax_cruenta"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Byssovorax" "Byssovorax_cruenta"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Byssovorax" "Byssovorax_cruenta"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Byssovorax" "Byssovorax_cruenta"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter" "Aetherobacter_fasciculatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Polyangium" "Polyangium_sorediatum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_apiculatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Byssovorax" "Byssovorax_cruenta"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Byssovorax" "Byssovorax_cruenta"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter" "Aetherobacter_fasciculatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter" "Aetherobacter_fasciculatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter" "Aetherobacter_fasciculatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter" "Aetherobacter_fasciculatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter" "Aetherobacter_fasciculatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_apiculatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_lanuginosus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_apiculatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_lanuginosus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_lanuginosus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Phaselicystidaceae" "Phaselicystis" "Phaselicystis_flava"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Phaselicystidaceae" "Phaselicystis" "Phaselicystis_flava"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Byssovorax" "Byssovorax_cruenta"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Byssovorax" "Byssovorax_cruenta"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_apiculatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Cystobacter" "Cystobacter_armeniaca"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Cystobacter" "Cystobacter_armeniaca"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Cystobacter" "Cystobacter_miniatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Cystobacter" "Cystobacter_armeniaca"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Cystobacter" "Cystobacter_armeniaca"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Stigmatella" "Stigmatella_koreensis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcaceae" "Aggregicoccus" "Aggregicoccus_edonensis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcaceae" "Aggregicoccus" "Aggregicoccus_edonensis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcaceae" "Aggregicoccus" "Aggregicoccus_edonensis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcaceae" "Aggregicoccus" "Aggregicoccus_edonensis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcaceae" "Aggregicoccus" "Aggregicoccus_edonensis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Hyalangium" "Hyalangium_minutum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_lanuginosus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Kofleriaceae" "Haliangium" "Haliangium_tepidum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfobacteraceae" "Desulfatiglans" "Desulfatiglans_parachlorophenolica"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Kofleriaceae" "Haliangium" "Haliangium_tepidum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Kofleriaceae" "Haliangium" "Haliangium_tepidum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_apiculatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" "Anaeromyxobacter_dehalogenans"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" "Anaeromyxobacter_dehalogenans"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" "Anaeromyxobacter_dehalogenans"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Polyangium" "Polyangium_thaxteri"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_apiculatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" "Anaeromyxobacter_dehalogenans"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Syntrophaceae" "Desulfomonile" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" "Anaeromyxobacter_dehalogenans"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" "Anaeromyxobacter_dehalogenans"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfocapsaceae" "Desulforhopalus" "Desulforhopalus_singaporensis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfocapsaceae" "Desulforhopalus" "Desulforhopalus_singaporensis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfocapsaceae" "Desulforhopalus" "Desulforhopalus_singaporensis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_apiculatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcaceae" "Aggregicoccus" "Aggregicoccus_edonensis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" "Anaeromyxobacter_dehalogenans"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcaceae" "Corallococcus" "Corallococcus_sicarius"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcaceae" "Corallococcus" "Corallococcus_sicarius"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcaceae" "Corallococcus" "Corallococcus_sicarius"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Polyangium" "Polyangium_fumosum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Polyangium" "Polyangium_fumosum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcaceae" "Aggregicoccus" "Aggregicoccus_edonensis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" "Anaeromyxobacter_dehalogenans"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" "Anaeromyxobacter_dehalogenans"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" "Anaeromyxobacter_dehalogenans"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" "Anaeromyxobacter_dehalogenans"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Nannocystaceae" "Pseudenhygromyxa" "Pseudenhygromyxa_salsuginis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Nannocystaceae" "Pseudenhygromyxa" "Pseudenhygromyxa_salsuginis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Nannocystaceae" "Pseudenhygromyxa" "Pseudenhygromyxa_salsuginis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Nannocystaceae" "Pseudenhygromyxa" "Pseudenhygromyxa_salsuginis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Syntrophaceae" "Desulfomonile" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Syntrophaceae" "Desulfomonile" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_lanuginosus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter" "Aetherobacter_rufus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_apiculatus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Kofleriaceae" "Haliangium" "Haliangium_tepidum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Kofleriaceae" "Haliangium" "Haliangium_tepidum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "Sandaracinus_amylolyticus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "Sandaracinus_amylolyticus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "Sandaracinus_amylolyticus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "Sandaracinus_amylolyticus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "Sandaracinus_amylolyticus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "Sandaracinus_amylolyticus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "Sandaracinus_amylolyticus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Syntrophaceae" "Desulfomonile" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Syntrophaceae" "Desulfomonile" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Syntrophaceae" "Desulfomonile" "Desulfomonile_tiedjei"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Syntrophaceae" "Desulfomonile" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Syntrophaceae" "Desulfomonile" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Syntrophaceae" "Desulfomonile" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Magnetococcales" "Magnetococcaceae" "Magnetofaba" "Magnetofaba_australis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_apiculatus"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Ruminiclostridium" "[Clostridium]_termitidis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Ruminiclostridium" "[Clostridium]_termitidis"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Magnetococcales" "Magnetococcaceae" "Magnetofaba" "Magnetofaba_australis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Jahnella" "Jahnella_thaxteri"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Hyphomicrobiales" "Hyphomicrobiaceae" "Rhodoplanes" "Rhodoplanes_oryzae"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Jahnella" "Jahnella_thaxteri"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Ruminiclostridium" "Ruminiclostridium_sufflavum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Desulfovirga" "Brinjal_little"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Ruminiclostridium" "Ruminiclostridium_sufflavum"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Ruminiclostridium" "Ruminiclostridium_sufflavum"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Ruminiclostridium" "Ruminiclostridium_sufflavum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Syntrophaceae" "Desulfomonile" "Desulfomonile_tiedjei"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Ruminiclostridium" "Ruminiclostridium_sufflavum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfobacteraceae" "Desulfotignum" "benzene_mineralizing"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Hyphomicrobiales" "Rhodovibrionaceae" "Limimonas" "Limimonas_halophila"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Ruminiclostridium" "[Clostridium]_termitidis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Ruminiclostridium" "[Clostridium]_termitidis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Ruminiclostridium" "[Clostridium]_termitidis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Smithellaceae" "Smithella" "Smithella_propionica"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Ruminiclostridium" "[Clostridium]_termitidis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Smithellaceae" "Smithella" "Smithella_propionica"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Smithellaceae" "Smithella" "Smithella_propionica"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Smithellaceae" "Smithella" "Smithella_propionica"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Smithellaceae" "Smithella" "Smithella_propionica"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Polyangium" "Polyangium_sorediatum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfobacteraceae" "Desulfotignum" "benzene_mineralizing"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Syntrophaceae" "Desulfomonile" "Desulfomonile_tiedjei"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" "Sphingomonas_difficilis"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Rhizorhabdus" "Rhizorhabdus_starnbergensis"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" "Sphingomonas_soli"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" "Sphingomonas_soli"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Erythrobacteraceae" "Qipengyuania" "Qipengyuania_seohaensis"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Erythrobacteraceae" "Parerythrobacter" "Parerythrobacter_lutipelagi"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Erythrobacteraceae" "Parerythrobacter" "Parerythrobacter_lutipelagi"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" "Sphingomonas_oligoaromativorans"
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "Orbus" "Orbus_hercynius"
"Bacteria" "Verrucomicrobia" "Opitutae" "Puniceicoccales" "Puniceicoccaceae" "Cerasicoccus" "Cerasicoccus_frondis"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingobium" "Sphingobium_aromaticiconvertens"
"Bacteria" "Verrucomicrobia" "Opitutae" "Puniceicoccales" "Puniceicoccaceae" "Cerasicoccus" "Cerasicoccus_frondis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfovibrionales" "Desulfovibrionaceae" "Maridesulfovibrio" "Maridesulfovibrio_bastinii"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Pajaroellobacter" "Pajaroellobacter_abortibovis"
