"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Fulvivirgaceae" "Fulvivirga" "Fulvivirga_kasyanovii"
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Fulvivirgaceae" "Fulvivirga" "Fulvivirga_kasyanovii"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Ferruginibacter" "Ferruginibacter_yonginensis"
"Bacteria" "Bacteroidetes" "Bacteroidia" "Marinilabiliales" "Marinilabiliaceae" "Breznakibacter" "Breznakibacter_xylanolyticus"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Paracnuella" "Paracnuella_aquatica"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Paracnuella" "Paracnuella_aquatica"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Flavisolibacter" "Flavisolibacter_metallilatus"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Paracnuella" "Paracnuella_aquatica"
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cyclobacteriaceae" "Belliella" "Belliella_buryatensis"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Paracnuella" "Paracnuella_aquatica"
"Bacteria" "Bacteroidetes" "Bacteroidia" "Marinilabiliales" "Marinilabiliaceae" "Geofilum" "Geofilum_rubicundum"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Paracnuella" "Paracnuella_aquatica"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Paracnuella" "Paracnuella_aquatica"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Terrimonas" "Terrimonas_crocea"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Terrimonas" "Terrimonas_crocea"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Terrimonas" "Terrimonas_crocea"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Paracnuella" "Paracnuella_aquatica"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Paracnuella" "Paracnuella_aquatica"
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Flammeovirgaceae" "Imperialibacter" "Imperialibacter_roseus"
"Bacteria" "Bacteroidetes" "Bacteroidia" "Marinilabiliales" "Prolixibacteraceae" "Mariniphaga" "Mariniphaga_anaerophila"
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Roseivirgaceae" "Roseivirga" "Roseivirga_maritima"
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter" "Mucilaginibacter_formosus"
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter" "Mucilaginibacter_formosus"
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Hymenobacteraceae" "Hymenobacter" "Hymenobacter_pallidus"
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Reichenbachiellaceae" "Marinoscillum" "Marinoscillum_furvescens"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Clostridiaceae" "Clostridium" "Clostridium_algifaecis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Eubacteriaceae" "Eubacterium" "Eubacterium_coprostanoligenes"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Phocea" "Phocea_massiliensis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Tepidibaculum" "Tepidibaculum_saccharolyticum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Syntrophaceae" "Desulfomonile" "delta_proteobacterium"
"Bacteria" "Verrucomicrobia" "Opitutae" "Puniceicoccales" "Puniceicoccaceae" "Cerasicoccus" "Cerasicoccus_frondis"
"Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Carnobacteriaceae" "Lacticigenium" "Lacticigenium_naphtae"
"Bacteria" "Balneolaeota" "Balneolia" "Balneolales" "Balneolaceae" "Aliifodinibius" "Aliifodinibius_salicampi"
"Bacteria" "Proteobacteria" "Betaproteobacteria" "Rhodocyclales" "Zoogloeaceae" "Uliginosibacterium" "Uliginosibacterium_paludis"
"Bacteria" "Proteobacteria" "Betaproteobacteria" "Rhodocyclales" "Zoogloeaceae" "Uliginosibacterium" "Uliginosibacterium_paludis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfosalsimonadaceae" "Desulfonatronobacter" "Desulfonatronobacter_acetoxydans"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Caldicoprobacteraceae" "Caldicoprobacter" "Caldicoprobacter_oshimai"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Caldicoprobacteraceae" "Caldicoprobacter" "Caldicoprobacter_guelmensis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Caldicoprobacteraceae" "Caldicoprobacter" "Caldicoprobacter_guelmensis"
"Bacteria" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "saltmarsh_clone"
"Bacteria" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "saltmarsh_clone"
"Bacteria" "Proteobacteria" "Betaproteobacteria" "Rhodocyclales" "Rhodocyclaceae" "Niveibacterium" "beta_proteobacterium"
"Bacteria" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "saltmarsh_clone"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Ignavibacteriaceae" "Ignavibacterium" "Ignavibacterium_album"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Ignavibacteriaceae" "Ignavibacterium" "Ignavibacterium_album"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "saltmarsh_clone"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Balneolaeota" "Balneolia" "Balneolales" "Balneolaceae" "Gracilimonas" "Gracilimonas_mengyeensis"
"Bacteria" "Spirochaetes" "Spirochaetia" "Leptospirales" "Leptospiraceae" "Leptospira" "Leptospira_wolffii"
"Bacteria" "Spirochaetes" "Spirochaetia" "Leptospirales" "Leptospiraceae" "Leptospira" "Leptospira_wolffii"
"Bacteria" "Spirochaetes" "Spirochaetia" "Leptospirales" "Leptospiraceae" "Leptospira" "Leptospira_wolffii"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Hydrogeniiclostridium" "Hydrogeniiclostridium_mannosilyticum"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Oscillibacter" "Oscillibacter_ruminantium"
"Bacteria" "Spirochaetes" "Spirochaetia" "Leptospirales" "Leptospiraceae" "Leptospira" "Leptospira_wolffii"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Hydrogeniiclostridium" "Hydrogeniiclostridium_mannosilyticum"
"Bacteria" "Spirochaetes" "Spirochaetia" "Leptospirales" "Leptospiraceae" "Leptospira" "Leptospira_wolffii"
"Bacteria" "Spirochaetes" "Spirochaetia" "Leptospirales" "Leptospiraceae" "Leptospira" "Leptospira_wolffii"
"Bacteria" "Spirochaetes" "Spirochaetia" "Leptospirales" "Leptospiraceae" "Leptospira" "Leptospira_wolffii"
"Bacteria" "Spirochaetes" "Spirochaetia" "Leptospirales" "Leptospiraceae" "Leptospira" "Leptospira_wolffii"
"Bacteria" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "saltmarsh_clone"
"Bacteria" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "saltmarsh_clone"
"Bacteria" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "saltmarsh_clone"
"Bacteria" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "saltmarsh_clone"
"Bacteria" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "saltmarsh_clone"
"Bacteria" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "Latescibacterota" "saltmarsh_clone"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Ignavibacteriaceae" "Ignavibacterium" "Ignavibacterium_album"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Rhodothermaeota" "Rhodothermia" "Rhodothermales" "Rubricoccaceae" "Rubrivirga" "Rubrivirga_marina"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Neglectibacter" "Neglectibacter_timonensis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Neglectibacter" "Neglectibacter_timonensis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Neglectibacter" "Neglectibacter_timonensis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Neglectibacter" "Neglectibacter_timonensis"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobium" "Chlorobium_gokarna"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobium" "Chlorobium_gokarna"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Neglectibacter" "Neglectibacter_timonensis"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobium" "Chlorobium_gokarna"
"Bacteria" "Bacteroidetes" NA "Bacteroidetes_Order_II._Incertae_sedis" "Rhodothermaceae" "Rhodothermus" "Rhodothermus_profundi"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Halovulum" "Halovulum_marinum"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Halovulum" "Halovulum_marinum"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Ignavibacteriaceae" "Ignavibacterium" "Ignavibacterium_album"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Ignavibacteriaceae" "Ignavibacterium" "Ignavibacterium_album"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Ignavibacteriaceae" "Ignavibacterium" "Ignavibacterium_album"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Ignavibacteriaceae" "Ignavibacterium" "Ignavibacterium_album"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Ignavibacteriaceae" "Ignavibacterium" "Ignavibacterium_album"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Ignavibacteriaceae" "Ignavibacterium" "Ignavibacterium_album"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Ignavibacteriaceae" "Ignavibacterium" "Ignavibacterium_album"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Fulvivirgaceae" "Fulvivirga" "Fulvivirga_aurantia"
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Fulvivirgaceae" "Fulvivirga" "Fulvivirga_aurantia"
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Fulvivirgaceae" "Fulvivirga" "Fulvivirga_aurantia"
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Fulvivirgaceae" "Fulvivirga" "Fulvivirga_aurantia"
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Fulvivirgaceae" "Fulvivirga" "Fulvivirga_aurantia"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Ferruginibacter" "Ferruginibacter_yonginensis"
"Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Ferruginibacter" "Ferruginibacter_yonginensis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Ruminiclostridium" "Ruminiclostridium_sufflavum"
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Fulvivirgaceae" "Fulvivirga" "Fulvivirga_aurantia"
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Fulvivirgaceae" "Fulvivirga" "Fulvivirga_aurantia"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Desulfotomaculaceae" "Cryptanaerobacter" "Cryptanaerobacter_phenolicus"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Hydrogenoanaerobacterium" "Hydrogenoanaerobacterium_saccharovorans"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Roseobacteraceae" "Roseivivax" "Roseivivax_salinus"
"Bacteria" "Balneolaeota" "Balneolia" "Balneolales" "Balneolaceae" "Gracilimonas" "Gracilimonas_amylolytica"
"Bacteria" "Rhodothermaeota" "Rhodothermia" "Rhodothermales" "Salisaetaceae" "Roseithermus" "Roseithermus_sacchariphilus"
"Bacteria" "Rhodothermaeota" "Rhodothermia" "Rhodothermales" "Salisaetaceae" "Roseithermus" "Roseithermus_sacchariphilus"
"Bacteria" "Rhodothermaeota" "Rhodothermia" "Rhodothermales" "Salisaetaceae" "Roseithermus" "Roseithermus_sacchariphilus"
"Bacteria" "Rhodothermaeota" "Rhodothermia" "Rhodothermales" "Salisaetaceae" "Roseithermus" "Roseithermus_sacchariphilus"
"Bacteria" "Rhodothermaeota" "Rhodothermia" "Rhodothermales" "Salisaetaceae" "Roseithermus" "Roseithermus_sacchariphilus"
"Bacteria" "Rhodothermaeota" "Rhodothermia" "Rhodothermales" "Salisaetaceae" "Roseithermus" "Roseithermus_sacchariphilus"
"Bacteria" "Rhodothermaeota" "Rhodothermia" "Rhodothermales" "Salisaetaceae" "Roseithermus" "Roseithermus_sacchariphilus"
"Bacteria" "Rhodothermaeota" "Rhodothermia" "Rhodothermales" "Salisaetaceae" "Roseithermus" "Roseithermus_sacchariphilus"
"Bacteria" "Rhodothermaeota" "Rhodothermia" "Rhodothermales" "Rubricoccaceae" "Rubrivirga" "Rubrivirga_marina"
"Bacteria" "Rhodothermaeota" "Rhodothermia" "Rhodothermales" "Rubricoccaceae" "Rubrivirga" "Rubrivirga_marina"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobium" "Chlorobium_gokarna"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobaculum" "Chlorobaculum_chlorovibrioides"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobaculum" "Chlorobaculum_chlorovibrioides"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobaculum" "Chlorobaculum_macestae"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobaculum" "Chlorobaculum_macestae"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobium" "Chlorobium_gokarna"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobium" "Chlorobium_gokarna"
"Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "Melioribacteraceae" "Melioribacter" "Melioribacter_roseus"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobaculum" "Chlorobaculum_chlorovibrioides"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobium" "Chlorobium_gokarna"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" "Hydrogeniiclostridium" "Hydrogeniiclostridium_mannosilyticum"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobaculum" "Chlorobaculum_chlorovibrioides"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobaculum" "Chlorobaculum_macestae"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobium" "Chlorobium_gokarna"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobium" "Chlorobium_gokarna"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobium" "Chlorobium_gokarna"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Oscillospiraceae" NA "[Clostridium]_viride"
"Bacteria" "Rhodothermaeota" "Rhodothermia" "Rhodothermales" "Rubricoccaceae" "Rubricoccus" "Rubricoccus_marinus"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobium" "Chlorobium_gokarna"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobium" "Chlorobium_gokarna"
"Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobium" "Chlorobium_gokarna"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Lachnospiraceae" "Cellulosilyticum" "Cellulosilyticum_ruminicola"
"Bacteria" "Firmicutes" "Clostridia" "Thermoanaerobacterales" "Thermoanaerobacteraceae" "Gelria" "anaerobic_digester"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" "Candidatus_Koribacter" "Candidatus_Koribacter_Koribacter"
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Moraxellales" "Moraxellaceae" "Paraperlucidibaca" "Paraperlucidibaca_baekdonensis"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Hyphomicrobiales" "Nitrobacteraceae" "Bradyrhizobium" "Bradyrhizobium_tropiciagri"
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Moraxellales" "Moraxellaceae" "Paraperlucidibaca" "Paraperlucidibaca_baekdonensis"
"Bacteria" "Spirochaetes" "Spirochaetia" "Leptospirales" "Leptospiraceae" "Leptospira" "Leptospira_wolffii"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" NA "bacterium_Ellin5239"
"Bacteria" "Firmicutes" "Clostridia" "Thermoanaerobacterales" "Thermoanaerobacteraceae" "Thermoanaerobacter" "Thermoanaerobacter_acetoethylicus"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" "Granulicella" "Granulicella_cerasi"
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Oceanospirillales" "Halomonadaceae" "Salicola" "Salicola_salis"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" "Candidatus_Koribacter" "Candidatus_Koribacter_Koribacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" NA "bacterium_Ellin5239"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" NA "bacterium_Ellin5239"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" "Candidatus_Koribacter" "Candidatus_Koribacter_Koribacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" "Candidatus_Koribacter" "Candidatus_Koribacter_Koribacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" "Candidatus_Koribacter" "Candidatus_Koribacter_Koribacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" "Candidatus_Koribacter" "Candidatus_Koribacter_Koribacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" "Candidatus_Koribacter" "Candidatus_Koribacter_Koribacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" NA "bacterium_Ellin5239"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" "Candidatus_Koribacter" "Candidatus_Koribacter_Koribacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" "Candidatus_Koribacter" "Candidatus_Koribacter_Koribacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae" "Candidatus_Koribacter" "Candidatus_Koribacter_Koribacter"
"Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Pyrinomonadaceae" "Pyrinomonas" "Pyrinomonas_methylaliphatogenes"
"Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Pyrinomonadaceae" "Pyrinomonas" "Pyrinomonas_methylaliphatogenes"
"Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Pyrinomonadaceae" "Pyrinomonas" "Pyrinomonas_methylaliphatogenes"
"Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Pyrinomonadaceae" "Pyrinomonas" "Pyrinomonas_methylaliphatogenes"
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Moraxellales" "Moraxellaceae" "Paraperlucidibaca" "Paraperlucidibaca_baekdonensis"
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Moraxellales" "Moraxellaceae" "Paraperlucidibaca" "Paraperlucidibaca_baekdonensis"
"Bacteria" "Firmicutes" "Incertae_Sedis" "DTU014" "DTU014" "DTU014" "anaerobic_digester"
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Moraxellales" "Moraxellaceae" "Paraperlucidibaca" "Paraperlucidibaca_baekdonensis"
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Moraxellales" "Moraxellaceae" "Paraperlucidibaca" "Paraperlucidibaca_baekdonensis"
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Moraxellales" "Moraxellaceae" "Paraperlucidibaca" "Paraperlucidibaca_baekdonensis"
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Moraxellales" "Moraxellaceae" "Paraperlucidibaca" "Paraperlucidibaca_baekdonensis"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
"Bacteria" "Acidobacteria" "Acidobacteriia" "Bryobacterales" "Solibacteraceae" "Candidatus_Solibacter" "Candidatus_Solibacter_Solibacter"
